,date,index
305,2018-12-05,797344896252088.2
306,2018-12-06,"[6.75, Timestamp('2017-09-27 00:00:00'), 9502230767545.023]"
307,2018-12-07,"[6.23, Timestamp('2017-09-27 00:00:00'), 5631830493723.7705]"
308,2018-12-10,"[5.92, Timestamp('2017-09-27 00:00:00'), 12140840333472.586]"
309,2018-12-11,"[5.02, Timestamp('2017-09-27 00:00:00'), 5048906514901.015]"
310,2018-12-12,"[4.4, Timestamp('2017-09-27 00:00:00'), 5917055763711.65]"
311,2018-12-13,"[4.34, Timestamp('2017-09-27 00:00:00'), 2995645333951.2456]"
312,2018-12-14,"[3.8, Timestamp('2017-09-27 00:00:00'), 8362621105969.125]"
313,2018-12-17,"[3.68, Timestamp('2017-09-27 00:00:00'), 7324759016457.089]"
314,2018-12-18,"[3.75, Timestamp('2017-09-27 00:00:00'), 7383819505556.77]"
315,2018-12-19,"[3.25, Timestamp('2017-09-27 00:00:00'), 6808245544284.132]"
316,2018-12-20,"[2.97, Timestamp('2017-09-27 00:00:00'), 2029557723531.365]"
317,2018-12-21,"[2.71, Timestamp('2017-09-27 00:00:00'), 3841733993571.4746]"
318,2018-12-24,"[2.57, Timestamp('2017-09-27 00:00:00'), 1352826552024.414]"
319,2018-12-27,"[2.32, Timestamp('2017-09-27 00:00:00'), 3543246867370.0557]"
320,2018-12-28,"[2.24, Timestamp('2017-09-27 00:00:00'), 2811879453958.857]"
321,2018-12-31,"[2.23, Timestamp('2017-09-27 00:00:00'), 3825288600688.7246]"
322,2019-01-02,"[2.23, Timestamp('2017-09-27 00:00:00'), 4294075018352.529]"
323,2019-01-03,"[2.21, Timestamp('2017-09-27 00:00:00'), 2693865831024.308]"
324,2019-01-04,"[2.14, Timestamp('2017-09-27 00:00:00'), 2645118546810.118]"
325,2019-01-07,"[2.04, Timestamp('2017-09-27 00:00:00'), 2911234141699.4053]"
326,2019-01-08,"[1.84, Timestamp('2017-09-27 00:00:00'), 1868154878179.297]"
327,2019-01-09,"[1.76, Timestamp('2017-09-27 00:00:00'), 2645918443363.219]"
328,2019-01-10,"[1.6, Timestamp('2017-09-27 00:00:00'), 1300633639312.482]"
329,2019-01-11,"[1.51, Timestamp('2017-09-27 00:00:00'), 1272387087494.8037]"
330,2019-01-14,"[1.47, Timestamp('2017-09-27 00:00:00'), 742913036884.9802]"
331,2019-01-15,"[1.45, Timestamp('2017-09-27 00:00:00'), 957149511621.9609]"
332,2019-01-16,"[1.24, Timestamp('2017-09-27 00:00:00'), 1086082013112.1963]"
333,2019-01-17,"[1.12, Timestamp('2017-09-27 00:00:00'), 1338403816408.6553]"
334,2019-01-18,"[1.09, Timestamp('2017-09-27 00:00:00'), 1662053220403.896]"
335,2019-01-21,"[1.08, Timestamp('2017-09-27 00:00:00'), 1170482423287.6885]"
336,2019-01-22,"[1.04, Timestamp('2017-09-27 00:00:00'), 580165160378.8184]"
337,2019-01-23,"[1.04, Timestamp('2017-09-27 00:00:00'), 1398003900999.1619]"
338,2019-01-24,"[1.03, Timestamp('2017-09-27 00:00:00'), 1108253912063.329]"
339,2019-01-25,"[1.01, Timestamp('2017-09-27 00:00:00'), 2022144924742.2734]"
340,2019-01-28,"[0.97, Timestamp('2017-09-27 00:00:00'), 2096522096585.0186]"
341,2019-01-29,"[0.86, Timestamp('2017-09-27 00:00:00'), 1058289006794.9285]"
342,2019-01-30,"[0.85, Timestamp('2017-09-27 00:00:00'), 1685979597531.4805]"
343,2019-01-31,"[0.78, Timestamp('2017-09-27 00:00:00'), 553301634946.1263]"
344,2019-02-01,"[0.75, Timestamp('2017-09-27 00:00:00'), 753062696454.6304]"
345,2019-02-04,"[0.75, Timestamp('2017-09-27 00:00:00'), 1322976269583.965]"
346,2019-02-05,"[0.68, Timestamp('2017-09-27 00:00:00'), 604032755604.5352]"
347,2019-02-06,"[0.67, Timestamp('2017-09-27 00:00:00'), 1174725367259.1516]"
348,2019-02-07,"[0.64, Timestamp('2017-09-27 00:00:00'), 532299324919.86694]"
349,2019-02-08,"[0.63, Timestamp('2017-09-27 00:00:00'), 508098817048.01953]"
350,2019-02-11,"[0.62, Timestamp('2017-09-27 00:00:00'), 138618838117.74023]"
351,2019-02-12,"[0.61, Timestamp('2017-09-27 00:00:00'), 797102447312.7351]"
352,2019-02-13,"[0.6, Timestamp('2017-09-27 00:00:00'), 725547369858.812]"
353,2019-02-14,"[0.6, Timestamp('2017-09-27 00:00:00'), 395221272129.1406]"
354,2019-02-15,"[0.5, Timestamp('2017-09-27 00:00:00'), 481993219136.0]"
355,2019-02-18,"[0.43, Timestamp('2017-09-27 00:00:00'), 465486679489.9121]"
356,2019-02-19,930855680721716.5
357,2019-02-20,"[6.75, Timestamp('2017-09-28 00:00:00'), 9505570832596.508]"
358,2019-02-21,"[6.23, Timestamp('2017-09-28 00:00:00'), 5662395949546.074]"
359,2019-02-22,"[5.92, Timestamp('2017-09-28 00:00:00'), 12170775515929.95]"
360,2019-02-25,"[5.02, Timestamp('2017-09-28 00:00:00'), 5093780637281.918]"
361,2019-02-26,"[4.4, Timestamp('2017-09-28 00:00:00'), 5901127616170.933]"
362,2019-02-27,"[4.34, Timestamp('2017-09-28 00:00:00'), 2989084071627.225]"
363,2019-02-28,"[3.8, Timestamp('2017-09-28 00:00:00'), 8265743769049.079]"
364,2019-03-01,"[3.68, Timestamp('2017-09-28 00:00:00'), 7371213524053.925]"
365,2019-03-04,"[3.75, Timestamp('2017-09-28 00:00:00'), 7440234521659.404]"
366,2019-03-05,"[3.25, Timestamp('2017-09-28 00:00:00'), 6853213821300.14]"
367,2019-03-06,"[2.97, Timestamp('2017-09-28 00:00:00'), 2017964870959.8262]"
368,2019-03-07,"[2.71, Timestamp('2017-09-28 00:00:00'), 3812377919247.7646]"
369,2019-03-08,"[2.57, Timestamp('2017-09-28 00:00:00'), 1355943523906.269]"
370,2019-03-11,"[2.32, Timestamp('2017-09-28 00:00:00'), 3575394530274.0317]"
371,2019-03-12,"[2.24, Timestamp('2017-09-28 00:00:00'), 2789654475267.3535]"
372,2019-03-13,"[2.23, Timestamp('2017-09-28 00:00:00'), 3826426899676.771]"
373,2019-03-14,"[2.23, Timestamp('2017-09-28 00:00:00'), 4232215195163.485]"
374,2019-03-15,"[2.21, Timestamp('2017-09-28 00:00:00'), 2725795811713.159]"
375,2019-03-18,"[2.14, Timestamp('2017-09-28 00:00:00'), 2632540589313.378]"
376,2019-03-19,"[2.04, Timestamp('2017-09-28 00:00:00'), 2941073895462.6157]"
377,2019-03-20,"[1.84, Timestamp('2017-09-28 00:00:00'), 1922714771079.1084]"
378,2019-03-21,"[1.76, Timestamp('2017-09-28 00:00:00'), 2649275866710.154]"
379,2019-03-22,"[1.6, Timestamp('2017-09-28 00:00:00'), 1304776984648.129]"
380,2019-03-25,"[1.51, Timestamp('2017-09-28 00:00:00'), 1277493413457.3193]"
381,2019-03-26,"[1.47, Timestamp('2017-09-28 00:00:00'), 760631616139.0254]"
382,2019-03-27,"[1.45, Timestamp('2017-09-28 00:00:00'), 983865192230.4961]"
383,2019-03-28,"[1.24, Timestamp('2017-09-28 00:00:00'), 1086082013112.1963]"
384,2019-03-29,"[1.12, Timestamp('2017-09-28 00:00:00'), 1323031624146.7295]"
385,2019-04-01,"[1.09, Timestamp('2017-09-28 00:00:00'), 1666007677543.3203]"
386,2019-04-02,"[1.08, Timestamp('2017-09-28 00:00:00'), 1167322509962.24]"
387,2019-04-03,"[1.04, Timestamp('2017-09-28 00:00:00'), 586494305304.4519]"
388,2019-04-04,"[1.04, Timestamp('2017-09-28 00:00:00'), 1423142810332.6157]"
389,2019-04-05,"[1.03, Timestamp('2017-09-28 00:00:00'), 1101893776654.2441]"
390,2019-04-08,"[1.01, Timestamp('2017-09-28 00:00:00'), 1940770073685.1826]"
391,2019-04-09,"[0.97, Timestamp('2017-09-28 00:00:00'), 2079947451757.435]"
392,2019-04-10,"[0.86, Timestamp('2017-09-28 00:00:00'), 1076089215446.3367]"
393,2019-04-11,"[0.85, Timestamp('2017-09-28 00:00:00'), 1704195202807.729]"
394,2019-04-12,"[0.78, Timestamp('2017-09-28 00:00:00'), 552254752527.1797]"
395,2019-04-15,"[0.75, Timestamp('2017-09-28 00:00:00'), 758858657075.8438]"
396,2019-04-16,"[0.75, Timestamp('2017-09-28 00:00:00'), 1309574165999.4473]"
397,2019-04-17,"[0.68, Timestamp('2017-09-28 00:00:00'), 603458541975.6274]"
398,2019-04-18,"[0.67, Timestamp('2017-09-28 00:00:00'), 1155638275570.343]"
399,2019-04-23,"[0.64, Timestamp('2017-09-28 00:00:00'), 535262445637.0642]"
400,2019-04-24,"[0.63, Timestamp('2017-09-28 00:00:00'), 506604326884.79114]"
401,2019-04-25,"[0.62, Timestamp('2017-09-28 00:00:00'), 139443378800.0]"
402,2019-04-26,"[0.61, Timestamp('2017-09-28 00:00:00'), 793124843894.3782]"
403,2019-04-29,"[0.6, Timestamp('2017-09-28 00:00:00'), 741484530333.7651]"
404,2019-04-30,"[0.6, Timestamp('2017-09-28 00:00:00'), 400339772687.4219]"
405,2019-05-01,"[0.5, Timestamp('2017-09-28 00:00:00'), 476489690792.5]"
406,2019-05-02,"[0.43, Timestamp('2017-09-28 00:00:00'), 469485359975.7788]"
407,2019-05-03,1064513961939087.2
408,2019-05-07,"[6.75, Timestamp('2017-09-29 00:00:00'), 9622540717029.074]"
409,2019-05-08,"[6.23, Timestamp('2017-09-29 00:00:00'), 5715457088864.616]"
410,2019-05-09,"[5.92, Timestamp('2017-09-29 00:00:00'), 12258922002002.613]"
411,2019-05-10,"[5.02, Timestamp('2017-09-29 00:00:00'), 5119870698832.055]"
412,2019-05-13,"[4.4, Timestamp('2017-09-29 00:00:00'), 5927011081416.514]"
413,2019-05-14,"[4.34, Timestamp('2017-09-29 00:00:00'), 3038071316423.3623]"
414,2019-05-15,"[3.8, Timestamp('2017-09-29 00:00:00'), 8304850666577.696]"
415,2019-05-16,"[3.68, Timestamp('2017-09-29 00:00:00'), 7390568308808.808]"
416,2019-05-17,"[3.75, Timestamp('2017-09-29 00:00:00'), 7461805572634.966]"
417,2019-05-20,"[3.25, Timestamp('2017-09-29 00:00:00'), 6878696975878.538]"
418,2019-05-21,"[2.97, Timestamp('2017-09-29 00:00:00'), 2031876395491.5337]"
419,2019-05-22,"[2.71, Timestamp('2017-09-29 00:00:00'), 3846251377968.302]"
420,2019-05-23,"[2.57, Timestamp('2017-09-29 00:00:00'), 1391790650717.7046]"
421,2019-05-24,"[2.32, Timestamp('2017-09-29 00:00:00'), 3589459053262.046]"
422,2019-05-28,"[2.24, Timestamp('2017-09-29 00:00:00'), 2815172189563.0376]"
423,2019-05-29,"[2.23, Timestamp('2017-09-29 00:00:00'), 3855458349444.6797]"
424,2019-05-30,"[2.23, Timestamp('2017-09-29 00:00:00'), 4305416244636.1475]"
425,2019-05-31,"[2.21, Timestamp('2017-09-29 00:00:00'), 2751003571910.7173]"
426,2019-06-03,"[2.14, Timestamp('2017-09-29 00:00:00'), 2643117399959.048]"
427,2019-06-04,"[2.04, Timestamp('2017-09-29 00:00:00'), 2958670915186.8574]"
428,2019-06-05,"[1.84, Timestamp('2017-09-29 00:00:00'), 1959318088434.6145]"
429,2019-06-06,"[1.76, Timestamp('2017-09-29 00:00:00'), 2657670511762.9336]"
430,2019-06-07,"[1.6, Timestamp('2017-09-29 00:00:00'), 1322385827381.2095]"
431,2019-06-10,"[1.51, Timestamp('2017-09-29 00:00:00'), 1275791415272.2969]"
432,2019-06-11,"[1.47, Timestamp('2017-09-29 00:00:00'), 758944111624.2905]"
433,2019-06-12,"[1.45, Timestamp('2017-09-29 00:00:00'), 983463664604.7891]"
434,2019-06-13,"[1.24, Timestamp('2017-09-29 00:00:00'), 1102447643208.3203]"
435,2019-06-14,"[1.12, Timestamp('2017-09-29 00:00:00'), 1338045903867.939]"
436,2019-06-17,"[1.09, Timestamp('2017-09-29 00:00:00'), 1664689263845.6987]"
437,2019-06-18,"[1.08, Timestamp('2017-09-29 00:00:00'), 1173190713967.7207]"
438,2019-06-19,"[1.04, Timestamp('2017-09-29 00:00:00'), 593948423108.2507]"
439,2019-06-20,"[1.04, Timestamp('2017-09-29 00:00:00'), 1437109123204.3125]"
440,2019-06-21,"[1.03, Timestamp('2017-09-29 00:00:00'), 1110638867732.6406]"
441,2019-06-24,"[1.01, Timestamp('2017-09-29 00:00:00'), 1948112412649.9297]"
442,2019-06-25,"[0.97, Timestamp('2017-09-29 00:00:00'), 2091365304659.8643]"
443,2019-06-26,"[0.86, Timestamp('2017-09-29 00:00:00'), 1090652877024.0435]"
444,2019-06-27,"[0.85, Timestamp('2017-09-29 00:00:00'), 1709959527125.6973]"
445,2019-06-28,"[0.78, Timestamp('2017-09-29 00:00:00'), 561153633825.4849]"
446,2019-07-01,"[0.75, Timestamp('2017-09-29 00:00:00'), 755960647725.9033]"
447,2019-07-02,"[0.75, Timestamp('2017-09-29 00:00:00'), 1325847942097.7266]"
448,2019-07-03,"[0.68, Timestamp('2017-09-29 00:00:00'), 604032755604.5352]"
449,2019-07-04,"[0.67, Timestamp('2017-09-29 00:00:00'), 1163880458980.5264]"
450,2019-07-05,"[0.64, Timestamp('2017-09-29 00:00:00'), 546479846898.63684]"
451,2019-07-08,"[0.63, Timestamp('2017-09-29 00:00:00'), 504655163038.5088]"
452,2019-07-09,"[0.62, Timestamp('2017-09-29 00:00:00'), 141965491050.25977]"
453,2019-07-10,"[0.61, Timestamp('2017-09-29 00:00:00'), 797500266748.367]"
454,2019-07-11,"[0.6, Timestamp('2017-09-29 00:00:00'), 745524944975.4736]"
455,2019-07-12,"[0.6, Timestamp('2017-09-29 00:00:00'), 409479952255.78125]"
456,2019-07-15,"[0.5, Timestamp('2017-09-29 00:00:00'), 475620712633.0]"
457,2019-07-16,"[0.43, Timestamp('2017-09-29 00:00:00'), 473983025595.4263]"
458,2019-07-17,1199143791036599.8
459,2019-07-18,"[6.75, Timestamp('2017-10-02 00:00:00'), 9756217749507.473]"
460,2019-07-19,"[6.23, Timestamp('2017-10-02 00:00:00'), 5837724677649.658]"
461,2019-07-22,"[5.92, Timestamp('2017-10-02 00:00:00'), 12302164471646.684]"
462,2019-07-23,"[5.02, Timestamp('2017-10-02 00:00:00'), 5147003915138.293]"
463,2019-07-24,"[4.4, Timestamp('2017-10-02 00:00:00'), 6054431451248.076]"
464,2019-07-25,"[4.34, Timestamp('2017-10-02 00:00:00'), 3107615346763.335]"
465,2019-07-26,"[3.8, Timestamp('2017-10-02 00:00:00'), 8384841490998.309]"
466,2019-07-29,"[3.68, Timestamp('2017-10-02 00:00:00'), 7432375853553.402]"
467,2019-07-30,"[3.75, Timestamp('2017-10-02 00:00:00'), 7508265527687.963]"
468,2019-07-31,"[3.25, Timestamp('2017-10-02 00:00:00'), 6931161096666.542]"
469,2019-08-01,"[2.97, Timestamp('2017-10-02 00:00:00'), 2067428731510.8235]"
470,2019-08-02,"[2.71, Timestamp('2017-10-02 00:00:00'), 3850767223641.6475]"
471,2019-08-05,"[2.57, Timestamp('2017-10-02 00:00:00'), 1416727175837.9678]"
472,2019-08-06,"[2.32, Timestamp('2017-10-02 00:00:00'), 3632656958328.172]"
473,2019-08-07,"[2.24, Timestamp('2017-10-02 00:00:00'), 2887608755187.052]"
474,2019-08-08,"[2.23, Timestamp('2017-10-02 00:00:00'), 3842366034470.531]"
475,2019-08-09,"[2.23, Timestamp('2017-10-02 00:00:00'), 4340470089980.3335]"
476,2019-08-12,"[2.21, Timestamp('2017-10-02 00:00:00'), 2803099307441.7817]"
477,2019-08-13,"[2.14, Timestamp('2017-10-02 00:00:00'), 2679136745377.4297]"
478,2019-08-14,"[2.04, Timestamp('2017-10-02 00:00:00'), 2948724418436.214]"
479,2019-08-15,"[1.84, Timestamp('2017-10-02 00:00:00'), 1941361704337.2627]"
480,2019-08-16,"[1.76, Timestamp('2017-10-02 00:00:00'), 2684532506583.4756]"
481,2019-08-19,"[1.6, Timestamp('2017-10-02 00:00:00'), 1343101936505.5776]"
482,2019-08-20,"[1.51, Timestamp('2017-10-02 00:00:00'), 1282599960358.1338]"
483,2019-08-21,"[1.47, Timestamp('2017-10-02 00:00:00'), 755991060530.0061]"
484,2019-08-22,"[1.45, Timestamp('2017-10-02 00:00:00'), 977035712928.3516]"
485,2019-08-23,"[1.24, Timestamp('2017-10-02 00:00:00'), 1094264828160.2583]"
486,2019-08-27,"[1.12, Timestamp('2017-10-02 00:00:00'), 1334471202883.855]"
487,2019-08-28,"[1.09, Timestamp('2017-10-02 00:00:00'), 1662053220403.896]"
488,2019-08-29,"[1.08, Timestamp('2017-10-02 00:00:00'), 1185830096295.9275]"
489,2019-08-30,"[1.04, Timestamp('2017-10-02 00:00:00'), 598167838448.2562]"
490,2019-09-02,"[1.04, Timestamp('2017-10-02 00:00:00'), 1427332668364.9985]"
491,2019-09-03,"[1.03, Timestamp('2017-10-02 00:00:00'), 1132899341664.437]"
492,2019-09-04,"[1.01, Timestamp('2017-10-02 00:00:00'), 1937099248989.0986]"
493,2019-09-05,"[0.97, Timestamp('2017-10-02 00:00:00'), 2085840378846.3125]"
494,2019-09-06,"[0.86, Timestamp('2017-10-02 00:00:00'), 1101170881434.7551]"
495,2019-09-09,"[0.85, Timestamp('2017-10-02 00:00:00'), 1741318151191.2415]"
496,2019-09-10,"[0.78, Timestamp('2017-10-02 00:00:00'), 563771003045.9624]"
497,2019-09-11,"[0.75, Timestamp('2017-10-02 00:00:00'), 760100611301.2461]"
498,2019-09-12,"[0.75, Timestamp('2017-10-02 00:00:00'), 1333506266320.5876]"
499,2019-09-13,"[0.68, Timestamp('2017-10-02 00:00:00'), 607477789042.5381]"
500,2019-09-16,"[0.67, Timestamp('2017-10-02 00:00:00'), 1163012831947.4888]"
501,2019-09-17,"[0.64, Timestamp('2017-10-02 00:00:00'), 569338101665.3408]"
502,2019-09-18,"[0.63, Timestamp('2017-10-02 00:00:00'), 503355510531.2615]"
503,2019-09-19,"[0.62, Timestamp('2017-10-02 00:00:00'), 143129537165.12988]"
504,2019-09-20,"[0.61, Timestamp('2017-10-02 00:00:00'), 820967772353.896]"
505,2019-09-23,"[0.6, Timestamp('2017-10-02 00:00:00'), 755700565009.6387]"
506,2019-09-24,"[0.6, Timestamp('2017-10-02 00:00:00'), 413867238448.59375]"
507,2019-09-25,"[0.5, Timestamp('2017-10-02 00:00:00'), 479675944044.0]"
508,2019-09-26,"[0.43, Timestamp('2017-10-02 00:00:00'), 479356567628.23047]"
509,2019-09-27,1334952908534101.2
510,2019-09-30,"[6.75, Timestamp('2017-10-03 00:00:00'), 9716115260017.443]"
511,2019-10-01,"[6.23, Timestamp('2017-10-03 00:00:00'), 5855026290016.283]"
512,2019-10-02,"[5.92, Timestamp('2017-10-03 00:00:00'), 12430226605566.742]"
513,2019-10-03,"[5.02, Timestamp('2017-10-03 00:00:00'), 5173093417056.05]"
514,2019-10-04,"[4.4, Timestamp('2017-10-03 00:00:00'), 6052439305345.913]"
515,2019-10-07,"[4.34, Timestamp('2017-10-03 00:00:00'), 3140418744856.6504]"
516,2019-10-08,"[3.8, Timestamp('2017-10-03 00:00:00'), 8361732869731.398]"
517,2019-10-09,"[3.68, Timestamp('2017-10-03 00:00:00'), 7531474166009.473]"
518,2019-10-10,"[3.75, Timestamp('2017-10-03 00:00:00'), 7622756989350.856]"
519,2019-10-11,"[3.25, Timestamp('2017-10-03 00:00:00'), 7030090853727.361]"
520,2019-10-14,"[2.97, Timestamp('2017-10-03 00:00:00'), 2079021584082.3623]"
521,2019-10-15,"[2.71, Timestamp('2017-10-03 00:00:00'), 3850202204379.2607]"
522,2019-10-16,"[2.57, Timestamp('2017-10-03 00:00:00'), 1451535011995.9482]"
523,2019-10-17,"[2.32, Timestamp('2017-10-03 00:00:00'), 3593477670189.994]"
524,2019-10-18,"[2.24, Timestamp('2017-10-03 00:00:00'), 2910657246658.506]"
525,2019-10-21,"[2.23, Timestamp('2017-10-03 00:00:00'), 3848058065585.5103]"
526,2019-10-22,"[2.23, Timestamp('2017-10-03 00:00:00'), 4342531648383.122]"
527,2019-10-23,"[2.21, Timestamp('2017-10-03 00:00:00'), 2803099307441.7817]"
528,2019-10-24,"[2.14, Timestamp('2017-10-03 00:00:00'), 2661413043497.0264]"
529,2019-10-25,"[2.04, Timestamp('2017-10-03 00:00:00'), 2963261545184.552]"
530,2019-10-28,"[1.84, Timestamp('2017-10-03 00:00:00'), 1953793120807.3345]"
531,2019-10-29,"[1.76, Timestamp('2017-10-03 00:00:00'), 2674459367194.3164]"
532,2019-10-30,"[1.6, Timestamp('2017-10-03 00:00:00'), 1337922865113.495]"
533,2019-10-31,"[1.51, Timestamp('2017-10-03 00:00:00'), 1290260001647.6543]"
534,2019-11-01,"[1.47, Timestamp('2017-10-03 00:00:00'), 780881343089.8374]"
535,2019-11-04,"[1.45, Timestamp('2017-10-03 00:00:00'), 1016406368561.3555]"
536,2019-11-05,"[1.24, Timestamp('2017-10-03 00:00:00'), 1108398868541.2676]"
537,2019-11-06,"[1.12, Timestamp('2017-10-03 00:00:00'), 1358779914741.6182]"
538,2019-11-07,"[1.09, Timestamp('2017-10-03 00:00:00'), 1634374568276.6045]"
539,2019-11-08,"[1.08, Timestamp('2017-10-03 00:00:00'), 1181316127954.992]"
540,2019-11-11,"[1.04, Timestamp('2017-10-03 00:00:00'), 598589801897.8821]"
541,2019-11-12,"[1.04, Timestamp('2017-10-03 00:00:00'), 1411969975010.0164]"
542,2019-11-13,"[1.03, Timestamp('2017-10-03 00:00:00'), 1122564026515.5793]"
543,2019-11-14,"[1.01, Timestamp('2017-10-03 00:00:00'), 1932204892680.162]"
544,2019-11-15,"[0.97, Timestamp('2017-10-03 00:00:00'), 2057847748503.2275]"
545,2019-11-18,"[0.86, Timestamp('2017-10-03 00:00:00'), 1111689099246.52]"
546,2019-11-19,"[0.85, Timestamp('2017-10-03 00:00:00'), 1778441099574.7542]"
547,2019-11-21,"[0.78, Timestamp('2017-10-03 00:00:00'), 565341308544.0366]"
548,2019-11-22,"[0.75, Timestamp('2017-10-03 00:00:00'), 771692590622.3403]"
549,2019-11-25,"[0.75, Timestamp('2017-10-03 00:00:00'), 1305745076277.039]"
550,2019-11-26,"[0.68, Timestamp('2017-10-03 00:00:00'), 610922884564.4019]"
551,2019-11-27,"[0.67, Timestamp('2017-10-03 00:00:00'), 1177761944701.7803]"
552,2019-11-28,"[0.64, Timestamp('2017-10-03 00:00:00'), 568279916143.8036]"
553,2019-11-29,"[0.63, Timestamp('2017-10-03 00:00:00'), 510286465712.2661]"
554,2019-12-02,"[0.62, Timestamp('2017-10-03 00:00:00'), 145360634186.25977]"
555,2019-12-03,"[0.61, Timestamp('2017-10-03 00:00:00'), 825740837362.1282]"
556,2019-12-04,"[0.6, Timestamp('2017-10-03 00:00:00'), 759441622623.499]"
557,2019-12-05,"[0.6, Timestamp('2017-10-03 00:00:00'), 417523217869.21875]"
558,2019-12-06,"[0.5, Timestamp('2017-10-03 00:00:00'), 489524363185.0]"
559,2019-12-09,"[0.43, Timestamp('2017-10-03 00:00:00'), 484355616243.20605]"
560,2019-12-10,1471351416030568.5
561,2019-12-11,"[6.75, Timestamp('2017-10-04 00:00:00'), 9709432648900.506]"
562,2019-12-12,"[6.23, Timestamp('2017-10-04 00:00:00'), 5858487509344.515]"
563,2019-12-13,"[5.92, Timestamp('2017-10-04 00:00:00'), 12456834966227.43]"
564,2019-12-16,"[5.02, Timestamp('2017-10-04 00:00:00'), 5223186111379.36]"
565,2019-12-17,"[4.4, Timestamp('2017-10-04 00:00:00'), 6016602326330.786]"
566,2019-12-18,"[4.34, Timestamp('2017-10-04 00:00:00'), 3159227149462.295]"
567,2019-12-19,"[3.8, Timestamp('2017-10-04 00:00:00'), 8419502752234.903]"
568,2019-12-20,"[3.68, Timestamp('2017-10-04 00:00:00'), 7521408468262.887]"
569,2019-12-23,"[3.75, Timestamp('2017-10-04 00:00:00'), 7577955960848.797]"
570,2019-12-24,"[3.25, Timestamp('2017-10-04 00:00:00'), 6967135718279.348]"
571,2019-12-27,"[2.97, Timestamp('2017-10-04 00:00:00'), 2097570452534.4077]"
572,2019-12-30,"[2.71, Timestamp('2017-10-04 00:00:00'), 3828749937090.343]"
573,2019-12-31,"[2.57, Timestamp('2017-10-04 00:00:00'), 1485823052814.1162]"
574,2020-01-02,"[2.32, Timestamp('2017-10-04 00:00:00'), 3576399184506.0186]"
575,2020-01-03,"[2.24, Timestamp('2017-10-04 00:00:00'), 2958399939645.693]"
576,2020-01-06,"[2.23, Timestamp('2017-10-04 00:00:00'), 3848058065585.5103]"
577,2020-01-07,"[2.23, Timestamp('2017-10-04 00:00:00'), 4311602553732.6865]"
578,2020-01-08,"[2.21, Timestamp('2017-10-04 00:00:00'), 2803099307441.7817]"
579,2020-01-09,"[2.14, Timestamp('2017-10-04 00:00:00'), 2657982258818.8315]"
580,2020-01-10,"[2.04, Timestamp('2017-10-04 00:00:00'), 2943369342217.1025]"
581,2020-01-13,"[1.84, Timestamp('2017-10-04 00:00:00'), 1957936990113.0095]"
582,2020-01-14,"[1.76, Timestamp('2017-10-04 00:00:00'), 2697963503993.746]"
583,2020-01-15,"[1.6, Timestamp('2017-10-04 00:00:00'), 1337577652502.0103]"
584,2020-01-16,"[1.51, Timestamp('2017-10-04 00:00:00'), 1298770986795.1113]"
585,2020-01-17,"[1.47, Timestamp('2017-10-04 00:00:00'), 776240678405.4827]"
586,2020-01-20,"[1.45, Timestamp('2017-10-04 00:00:00'), 1034484434266.1602]"
587,2020-01-21,"[1.24, Timestamp('2017-10-04 00:00:00'), 1120301079637.6812]"
588,2020-01-22,"[1.12, Timestamp('2017-10-04 00:00:00'), 1315167212122.433]"
589,2020-01-23,"[1.09, Timestamp('2017-10-04 00:00:00'), 1634374568276.6045]"
590,2020-01-24,"[1.08, Timestamp('2017-10-04 00:00:00'), 1180413334286.8047]"
591,2020-01-27,"[1.04, Timestamp('2017-10-04 00:00:00'), 600418266348.3435]"
592,2020-01-28,"[1.04, Timestamp('2017-10-04 00:00:00'), 1393534934072.7114]"
593,2020-01-29,"[1.03, Timestamp('2017-10-04 00:00:00'), 1086788550166.7632]"
594,2020-01-30,"[1.01, Timestamp('2017-10-04 00:00:00'), 1916296338351.526]"
595,2020-01-31,"[0.97, Timestamp('2017-10-04 00:00:00'), 2057111082887.2158]"
596,2020-02-03,"[0.86, Timestamp('2017-10-04 00:00:00'), 1121398313665.5178]"
597,2020-02-04,"[0.85, Timestamp('2017-10-04 00:00:00'), 1786511374269.9358]"
598,2020-02-05,"[0.78, Timestamp('2017-10-04 00:00:00'), 560106751406.5382]"
599,2020-02-06,"[0.75, Timestamp('2017-10-04 00:00:00'), 770864563060.0713]"
600,2020-02-07,"[0.75, Timestamp('2017-10-04 00:00:00'), 1343079424960.7417]"
601,2020-02-10,"[0.68, Timestamp('2017-10-04 00:00:00'), 602310238885.5337]"
602,2020-02-11,"[0.67, Timestamp('2017-10-04 00:00:00'), 1176894395784.0781]"
603,2020-02-12,"[0.64, Timestamp('2017-10-04 00:00:00'), 568914881641.274]"
604,2020-02-13,"[0.63, Timestamp('2017-10-04 00:00:00'), 515917831368.94116]"
605,2020-02-14,"[0.62, Timestamp('2017-10-04 00:00:00'), 144245078274.87012]"
606,2020-02-17,"[0.61, Timestamp('2017-10-04 00:00:00'), 842844295685.8784]"
607,2020-02-18,"[0.6, Timestamp('2017-10-04 00:00:00'), 766175778219.7148]"
608,2020-02-19,"[0.6, Timestamp('2017-10-04 00:00:00'), 418254524641.40625]"
609,2020-02-20,"[0.5, Timestamp('2017-10-04 00:00:00'), 492710616436.5]"
