,date,index
915,2021-05-19,"[0.5, Timestamp('2017-10-12 00:00:00'), 524573148951.5]"
916,2021-05-20,"[0.43, Timestamp('2017-10-12 00:00:00'), 490978345599.93115]"
917,2021-05-21,2433978262306835.0
918,2021-05-24,"[6.75, Timestamp('2017-10-13 00:00:00'), 10031371502119.316]"
919,2021-05-25,"[6.23, Timestamp('2017-10-13 00:00:00'), 5913853565772.621]"
920,2021-05-26,"[5.92, Timestamp('2017-10-13 00:00:00'), 12415604496765.957]"
921,2021-06-01,"[5.02, Timestamp('2017-10-13 00:00:00'), 5325458928802.944]"
922,2021-06-02,"[4.4, Timestamp('2017-10-13 00:00:00'), 6036511157805.195]"
923,2021-06-03,"[4.34, Timestamp('2017-10-13 00:00:00'), 3226583650917.4746]"
924,2021-06-04,"[3.8, Timestamp('2017-10-13 00:00:00'), 8635480595543.795]"
925,2021-06-07,"[3.68, Timestamp('2017-10-13 00:00:00'), 7599603008346.66]"
926,2021-06-08,"[3.75, Timestamp('2017-10-13 00:00:00'), 7584594670540.57]"
927,2021-06-09,"[3.25, Timestamp('2017-10-13 00:00:00'), 6979126354068.154]"
928,2021-06-10,"[2.97, Timestamp('2017-10-13 00:00:00'), 2160945964424.439]"
929,2021-06-11,"[2.71, Timestamp('2017-10-13 00:00:00'), 4057390705666.4795]"
930,2021-06-14,"[2.57, Timestamp('2017-10-13 00:00:00'), 1526864982748.891]"
931,2021-06-15,"[2.32, Timestamp('2017-10-13 00:00:00'), 3672841218828.2397]"
932,2021-06-16,"[2.24, Timestamp('2017-10-13 00:00:00'), 3099981650805.1636]"
933,2021-06-17,"[2.23, Timestamp('2017-10-13 00:00:00'), 3751287102533.895]"
934,2021-06-18,"[2.23, Timestamp('2017-10-13 00:00:00'), 4446661792506.22]"
935,2021-06-21,"[2.21, Timestamp('2017-10-13 00:00:00'), 2823265742257.7446]"
936,2021-06-29,"[2.14, Timestamp('2017-10-13 00:00:00'), 2663699944860.07]"
937,2021-06-30,"[2.04, Timestamp('2017-10-13 00:00:00'), 2926536768714.278]"
938,2021-07-01,"[1.84, Timestamp('2017-10-13 00:00:00'), 1900614709123.035]"
939,2021-07-02,"[1.76, Timestamp('2017-10-13 00:00:00'), 2719789146456.797]"
940,2021-07-05,"[1.6, Timestamp('2017-10-13 00:00:00'), 1354150592734.6934]"
941,2021-07-06,"[1.51, Timestamp('2017-10-13 00:00:00'), 1307281861473.419]"
942,2021-07-07,"[1.47, Timestamp('2017-10-13 00:00:00'), 785100158914.3423]"
943,2021-07-08,"[1.45, Timestamp('2017-10-13 00:00:00'), 1056580298799.8438]"
944,2021-07-09,"[1.24, Timestamp('2017-10-13 00:00:00'), 1149312863925.084]"
945,2021-07-12,"[1.12, Timestamp('2017-10-13 00:00:00'), 1336965878907.729]"
946,2021-07-13,"[1.09, Timestamp('2017-10-13 00:00:00'), 1617240089916.5254]"
947,2021-07-14,"[1.08, Timestamp('2017-10-13 00:00:00'), 1202080472647.8245]"
948,2021-07-15,"[1.04, Timestamp('2017-10-13 00:00:00'), 612795159570.6921]"
949,2021-07-16,"[1.04, Timestamp('2017-10-13 00:00:00'), 1419388276185.0752]"
950,2021-07-19,"[1.03, Timestamp('2017-10-13 00:00:00'), 1105868702769.7637]"
951,2021-07-20,"[1.01, Timestamp('2017-10-13 00:00:00'), 1923944157968.815]"
952,2021-07-21,"[0.97, Timestamp('2017-10-13 00:00:00'), 2024698193621.916]"
953,2021-07-22,"[0.86, Timestamp('2017-10-13 00:00:00'), 1158331207144.6565]"
954,2021-07-23,"[0.85, Timestamp('2017-10-13 00:00:00'), 1720335594590.9307]"
955,2021-07-26,"[0.78, Timestamp('2017-10-13 00:00:00'), 575287108521.9797]"
956,2021-07-27,"[0.75, Timestamp('2017-10-13 00:00:00'), 800672393728.4072]"
957,2021-07-28,"[0.75, Timestamp('2017-10-13 00:00:00'), 1340841445948.0005]"
958,2021-07-30,"[0.68, Timestamp('2017-10-13 00:00:00'), 568835738630.185]"
959,2021-08-02,"[0.67, Timestamp('2017-10-13 00:00:00'), 1193812693293.9673]"
960,2021-08-03,"[0.64, Timestamp('2017-10-13 00:00:00'), 594101136814.7102]"
961,2021-08-04,"[0.63, Timestamp('2017-10-13 00:00:00'), 472166527131.3292]"
962,2021-08-05,"[0.62, Timestamp('2017-10-13 00:00:00'), 149822813426.87012]"
963,2021-08-06,"[0.61, Timestamp('2017-10-13 00:00:00'), 760508909520.4243]"
964,2021-08-09,"[0.6, Timestamp('2017-10-13 00:00:00'), 778895421336.4526]"
965,2021-08-10,"[0.6, Timestamp('2017-10-13 00:00:00'), 430319515468.28125]"
966,2021-08-12,"[0.5, Timestamp('2017-10-13 00:00:00'), 528628380362.5]"
967,2021-08-13,"[0.43, Timestamp('2017-10-13 00:00:00'), 494726991536.5029]"
968,2021-08-16,2571939022551334.0
969,2021-08-17,"[6.75, Timestamp('2017-10-16 00:00:00'), 10031371502119.316]"
970,2021-08-18,"[6.23, Timestamp('2017-10-16 00:00:00'), 5946150592175.012]"
971,2021-08-19,"[5.92, Timestamp('2017-10-16 00:00:00'), 12497926248523.707]"
972,2021-08-20,"[5.02, Timestamp('2017-10-16 00:00:00'), 5304586319930.455]"
973,2021-08-23,"[4.4, Timestamp('2017-10-16 00:00:00'), 6048458020100.449]"
974,2021-08-24,"[4.34, Timestamp('2017-10-16 00:00:00'), 3252389552266.9546]"
975,2021-08-25,"[3.8, Timestamp('2017-10-16 00:00:00'), 8618592969268.514]"
976,2021-08-26,"[3.68, Timestamp('2017-10-16 00:00:00'), 7610442292646.418]"
977,2021-08-27,"[3.75, Timestamp('2017-10-16 00:00:00'), 7601184937212.621]"
978,2021-08-31,"[3.25, Timestamp('2017-10-16 00:00:00'), 6961140400384.945]"
979,2021-09-01,"[2.97, Timestamp('2017-10-16 00:00:00'), 2191860322486.7603]"
